id,title,genre,description
396,Secret Prey,mystery|thriller|crime fiction,<Secret Prey> is a crime fiction thriller about Minnesota investigator Lucas Davenport's hunt for a killer targeting wealthy individuals in a twisted game of cat and mouse.
397,Point of Origin,mystery|crime fiction|thriller,<Point of Origin> is a crime fiction thriller about forensic pathologist Dr. Kay Scarpetta investigating a series of arsons linked to a mysterious woman named Carrie Grethen.
398,Southern Cross,mystery|crime fiction|thriller,<Southern Cross> is a crime fiction thriller about Dr. Kay Scarpetta's investigation into the murder of a young tennis player and the mysterious disappearance of her coach in the Caribbean.
399,Vector,Medical thriller,<Vector> is a medical thriller about a deadly virus outbreak in New York City and the race against time to find a cure.
400,Witness in Death (Eve Dallas Mysteries (Paperback)),mystery|thriller|crime fiction,"<Witness in Death (Eve Dallas Mysteries (Paperback))> is a crime fiction book about Lieutenant Eve Dallas investigating the murder of a famous actress during a live performance, uncovering a web of deceit and betrayal."
401,Certain Prey,mystery|thriller|crime fiction,"<Certain Prey> is a crime fiction book about Lucas Davenport, a detective who is tasked with tracking down a beautiful, ruthless hitwoman named Clara Rinker."
402,Black Notice,mystery|crime fiction|thriller,<Black Notice> is a crime fiction thriller about forensic pathologist Dr. Kay Scarpetta investigating a series of murders linked to an art smuggling ring.
403,Atlantis Found,thriller|adventure,<Atlantis Found> is a thrilling adventure book about Dirk Pitt's quest to uncover the lost city of Atlantis before it falls into the wrong hands and unleashes a devastating global catastrophe.
404,Abduction,medical thriller|suspense,"<Abduction> is a medical thriller book about a young woman who disappears after undergoing a routine medical procedure, leading to a dangerous conspiracy involving the black market organ trade."
405,Big Trouble,comedy|humor,"<Big Trouble> is a comedy book about a group of eccentric characters in Miami who become entangled in a series of absurd situations involving a stolen suitcase, hitmen, and a pet python."
406,Betrayal in Death,mystery|suspense|crime fiction,"<Betrayal in Death> is a crime fiction book about Lieutenant Eve Dallas investigating a series of murders tied to a high-profile family, while dealing with personal betrayals and threats."
407,Easy Prey,thriller|suspense|crime fiction,<Easy Prey> is a crime fiction thriller about Minneapolis detective Lucas Davenport investigating the gruesome murders of young women being targeted by a serial killer.
408,The Last Precinct,thriller|suspense|Mystery,"<The Last Precinct> is a thriller book about Dr. Kay Scarpetta, a forensic pathologist, who is targeted by a psychopathic killer seeking revenge, leading to a chilling game of cat and mouse."
409,Seduction in Death,mystery|thriller|romance,<Seduction in Death> is a mystery|thriller|romance book about a series of murders that appear to be linked to a seductive killer targeting successful married men in New York City.
410,Chosen Prey,suspense|thriller|crime fiction,"<Chosen Prey> is a suspenseful crime fiction novel about a serial killer targeting young women in Minnesota, with detective Lucas Davenport trying to track down the culprit."
411,Isle of Dogs,mystery|suspense,"<Isle of Dogs> is a mystery|suspense book about Dr. Kay Scarpetta investigating a series of brutal murders linked to a centuries-old secret society in Charleston, South Carolina."
412,Reunion in Death,mystery|suspense|sci-fi,"<Reunion in Death> is a mystery|suspense book about Lieutenant Eve Dallas investigating a series of murders at a high school reunion, where the killer is seeking revenge for past wrongs."
413,Purity in Death,mystery|crime fiction|science fiction,<Purity in Death> is a science fiction crime novel about Lieutenant Eve Dallas investigating a series of murders linked to a deadly computer virus that targets those who have committed acts of moral impurity.
414,Portrait in Death,mystery|romance|suspense,<Portrait in Death> is a mystery|romance|suspense book about Lieutenant Eve Dallas investigating a murder case while dealing with her own traumatic past.
415,Imitation in Death (Eve Dallas Mysteries (Paperback)),mystery|fiction|thriller,<Imitation in Death (Eve Dallas Mysteries (Paperback))> is a mystery thriller book about Lieutenant Eve Dallas investigating a series of murders inspired by famous murderers throughout history.
416,Q Is for Quarry,mystery,<Q Is for Quarry> is a gripping mystery novel following private investigator Kinsey Millhone as she investigates a cold case involving an unidentified murder victim.
417,Portrait of a Killer: Jack the Ripper-- Case Closed (Berkley True Crime),true crime|historical true crime,<Portrait of a Killer: Jack the Ripper-- Case Closed (Berkley True Crime)> is a true crime book that presents evidence pointing towards the identity of Jack the Ripper as the artist Walter Sickert.
418,Undead and Unwed (Berkley Sensation),paranormal|humor|romance,<Undead and Unwed (Berkley Sensation)> is a paranormal romance book about a newly turned vampire who must navigate her new undead life while dealing with hilarious and supernatural obstacles.
419,Harry Potter and the Chamber of Secrets (Book 2),fantasy|young adult|adventure,"<Harry Potter and the Chamber of Secrets (Book 2)> is a fantasy|young adult|adventure book about Harry Potter's second year at Hogwarts School of Witchcraft and Wizardry, where he uncovers a hidden chamber and battles a mysterious"
420,Harry Potter and the Chamber of Secrets (Book 2),fantasy|young adult,"<Harry Potter and the Chamber of Secrets (Book 2)> is a fantasy|young adult book about Harry and his friends investigating mysterious attacks at Hogwarts, which leads them to uncover the Chamber of Secrets and battle a dangerous monster."
421,Harry Potter and the Prisoner of Azkaban (Book 3),fantasy|young adult|adventure,"<Harry Potter and the Prisoner of Azkaban (Book 3)> is a fantasy|young adult|adventure book about Harry Potter's third year at Hogwarts School of Witchcraft and Wizardry, where he discovers the truth about his parents"
422,Harry Potter and the Prisoner of Azkaban (Book 3),fantasy|young adult fiction|mystery,"<Harry Potter and the Prisoner of Azkaban (Book 3)> is a fantasy|young adult fiction book about Harry Potter's third year at Hogwarts School of Witchcraft and Wizardry, where he must confront a dangerous escaped prisoner and uncover"
423,Harry Potter and the Goblet of Fire (Book 4),fantasy|young adult,<Harry Potter and the Goblet of Fire (Book 4)> is a fantasy|young adult book about Harry Potter competing in a dangerous magical tournament while facing the return of the dark wizard Voldemort.
424,Harry Potter and the Goblet of Fire (Book 4),fantasy|young adult,<Harry Potter and the Goblet of Fire (Book 4)> is a fantasy|young adult book about Harry competing in a dangerous magical tournament while facing the return of the dark wizard Voldemort.
425,Harry Potter and the Order of the Phoenix (Book 5),fantasy|young adult fiction,<Harry Potter and the Order of the Phoenix (Book 5)> is a fantasy|young adult fiction book about Harry Potter and his friends forming a secret society to combat the return of the dark wizard Lord Voldemort.
426,"CRY IN THE NIGHT, A",suspense|thriller|mystery,"<CRY IN THE NIGHT, A> is a suspenseful thriller about a young mother who must unravel a web of dark secrets to find her missing daughter before it's too late."
427,Changes,romance|fiction,"<Changes> is a romance book about a woman who must navigate a new chapter in her life after her husband's sudden death, finding love and purpose along the way."
